mdb_source_id,data_type,location.country_code,location.subdivision_name,location.municipality,provider,name,urls.direct_download,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on
1122,gtfs,TR,Kocaeli,Izmit,Kocaeli,,http://kocaeli.bel.tr/webfiles/userfiles/files/birimler/bilgi-islem-dairesi-baskanligi/kocaeli-gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-kocaeli-kocaeli-gtfs-1122.zip?alt=media,,40.429585,41.191651,29.2075127363205,30.3461293723107,2022-03-22T14:58:38+00:00
1123,gtfs,PL,Mazowieckie,Łomianki,Komunikacja Miejska Łomianki,,https://mkuran.pl/feed/kml/kml-latest.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-mazowieckie-komunikacja-miejska-lomianki-gtfs-1123.zip?alt=media,https://mkuran.pl/gtfs/,52.321374,52.3676929,20.81735906974,20.910699,2022-03-22T14:58:41+00:00
1124,gtfs,TH,Chiang Mai,,Lampoon Pattana Transport ,,https://transitfeeds.com/p/lampoon-pattana-transport/796/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-lampoon-pattana-transport-gtfs-1124.zip?alt=media,,17.89,18.801641,98.604592,99.0452953,2022-03-22T14:58:44+00:00
1125,gtfs,FI,Pohjois-Karjala,Joensuu,POS-ELY Joensuu,,https://tvv.fra1.digitaloceanspaces.com/183.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-pohjois-karjala-pos-ely-joensuu-gtfs-1125.zip?alt=media,https://opendata.waltti.fi/getting-started,61.8669,63.67867124415436,27.190477,30.936747,2022-03-22T14:58:47+00:00
1126,gtfs,US,Florida,,Brightline Trains LLC,,http://feed.gobrightline.com/bl_gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-florida-brightline-trains-llc-gtfs-1126.zip?alt=media,,25.7799682617,26.712015152,-80.195640564,-80.0553588867,2022-03-22T15:00:03+00:00
1127,gtfs,FI,Kymenlaakso,Kotka,"KYMEN CHARTERLINE OY, Jyrkilä Oy, Kaakon Kumipyörät Oy, Liikenne Vuorela Oy, Oy Pohjolan liikenne Ab, Savonlinja Oy",,https://tvv.fra1.digitaloceanspaces.com/217.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kymenlaakso-kymen-charterline-oy-gtfs-1127.zip?alt=media,,60.4296786499054,60.8236947812167,26.4564528153735,27.84075185766017,2022-03-22T15:00:20+00:00
1128,gtfs,FI,Kymenlaakso,Kouvola,"Tilaustaksit K. Sydänmaanlakka Ky, KYMEN CHARTERLINE OY, Kari Väisänen Ky, Matkatoimisto Matka-Majuri Ky, Linja-autoliikenne P. Puolakka Ky, Linjaliikenne Martti Laurila Oy, Oy Pohjolan Liikenne Ab, Elimäen Liikenne Oy, Anjalankosken Linja Oy",,https://tvv.fra1.digitaloceanspaces.com/219.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128.zip?alt=media,,60.4628470725349,61.2536682287698,26.170947401343813,27.401959,2022-03-22T15:00:29+00:00
1129,gtfs,FI,Päijät-Häme,Lahti,"Haarasilta Toivo Samuli, Järvisen Liikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Bus Travel Oy Reissu Ruoti, Tilausliikenne Kuisma Ky",,https://tvv.fra1.digitaloceanspaces.com/223.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-paijat-hame-haarasilta-toivo-samuli-gtfs-1129.zip?alt=media,,60.6772517226169,61.5800619928604,25.2492841801289,26.2609529033383,2022-03-22T15:00:39+00:00
1130,gtfs,FI,Etelä-Savo,Mikkeli,Mikkeli,,https://tvv.fra1.digitaloceanspaces.com/227.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-etela-savo-mikkeli-gtfs-1130.zip?alt=media,,61.3048549967638,62.1599661034743,26.461659,28.184238,2022-03-22T15:00:46+00:00
1131,gtfs,FI,Pohjanmaa,Vaasa,Invataksi Niemi Oy,,https://tvv.fra1.digitaloceanspaces.com/249.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-pohjanmaa-invataksi-niemi-oy-gtfs-1131.zip?alt=media,,62.907248,63.30417287,21.51908047,22.37872582,2022-03-22T15:00:52+00:00
1132,gtfs,NZ,Wellington,,Metlink ,,https://static.opendata.metlink.org.nz/v1/gtfs/full.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/nz-wellington-metlink-gtfs-1132.zip?alt=media,http://www.metlink.org.nz/customer-services/general-transit-feed-specification/,-41.34810413999999,-40.623161,174.7220021,175.6842552,2022-03-22T15:00:57+00:00
1133,gtfs,US,California,Stockton,Altamont Corridor Express,,https://transitfeeds.com/p/altamont-corridor-express/823/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-altamont-corridor-express-gtfs-1133.zip?alt=media,,37.329568,37.957058,-122.007598,-121.263664,2022-03-23T18:28:32+00:00
1134,gtfs,IL,,,Ministry of Transport and Road Safety ,,https://transitfeeds.com/p/ministry-of-transport-and-road-safety/820/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/il-unknown-ministry-of-transport-and-road-safety-gtfs-1134.zip?alt=media,,29.492446,33.283674,34.284672,35.839108,2022-03-23T18:30:31+00:00
1135,gtfs,ES,Bizkaia,Bilbao,Bizkaibus,,https://transitfeeds.com/p/bizkaibus/653/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-bizkaibus-gtfs-1135.zip?alt=media,,42.9891535017202,43.4318410207912,-3.43867522739185,-2.38826715430665,2022-03-23T18:30:56+00:00
1136,gtfs,FI,Kainuu,Kajaani,Kajaani,,https://transitfeeds.com/p/city-of-kajaani/1103/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kainuu-kajaani-gtfs-1136.zip?alt=media,,63.9509976744237,64.3282317234578,26.857811209272167,28.0382467006859,2022-03-23T18:30:59+00:00
1137,gtfs,TH,Chiang Mai,,Western Chiang Mai,,https://transitfeeds.com/p/coopthai-nct/799/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-western-chiang-mai-gtfs-1137.zip?alt=media,,18.6505627,19.3744147,98.9841306,99.5178118,2022-03-23T18:31:02+00:00
